Серийный номер;ID точки;ID терминала;Название на чеке
00024588832;20209900;202R5744;ДОБРОЦЕН  Космонавтов, 5/2
00024588829;20210199;202R5745;ДИСТРИБЬЮТОР  С.Азимова,127/1
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
